SEGMENTID,ONSTREETNAME,FROMSTREETNAME,TOSTREETNAME,BOROUGH_CODE,WORK_START_DATE,WORK_END_DATE,PURPOSE
127487,TILDEN AVENUE,EAST   32 STREET,NEW YORK AVENUE,B,2018-11-07 00:00:00,2018-11-16 23:59:59,DOT IN-HOUSE PAVING
28576,TILDEN AVENUE,EAST   28 STREET,ROGERS AVENUE,B,2018-11-07 00:00:00,2018-11-16 23:59:59,DOT IN-HOUSE PAVING
28584,TILDEN AVENUE,EAST   28 STREET,EAST   29 STREET,B,2018-11-07 00:00:00,2018-11-16 23:59:59,DOT IN-HOUSE PAVING
28691,TILDEN AVENUE,EAST   31 STREET,NOSTRAND AVENUE,B,2018-11-07 00:00:00,2018-11-16 23:59:59,DOT IN-HOUSE PAVING
45325,54 STREET,FLUSHING AVENUE,NURGE AVENUE,Q,2018-09-24 00:00:00,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
45245,GATES AVENUE,IRVING AVENUE,MYRTLE AVENUE,B,2018-11-23 00:00:00,2018-12-24 23:58:59,PLACE MATERIAL ON STREET
45245,GATES AVENUE,IRVING AVENUE,MYRTLE AVENUE,B,2018-11-23 00:00:00,2018-12-24 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
45247,PALMETTO STREET,IRVING AVENUE,RIDGEWOOD PLACE,B,2018-11-23 00:00:00,2018-12-24 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
45247,PALMETTO STREET,IRVING AVENUE,RIDGEWOOD PLACE,B,2018-11-23 00:00:00,2018-12-24 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
45247,PALMETTO STREET,IRVING AVENUE,RIDGEWOOD PLACE,B,2018-11-23 00:00:00,2018-12-24 23:58:59,PLACE MATERIAL ON STREET
69979,SHERIDAN AVENUE,EAST  153 STREET,EAST  156 STREET,X,2018-12-26 00:00:00,2018-12-29 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
69979,SHERIDAN AVENUE,EAST  153 STREET,EAST  156 STREET,X,2018-12-26 00:00:00,2018-12-29 23:58:59,PLACE CRANE OR SHOVEL ON STREET
69979,SHERIDAN AVENUE,EAST  153 STREET,EAST  156 STREET,X,2018-12-22 00:00:00,2018-12-31 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
69263,7 AVENUE,WEST  147 STREET,WEST  148 STREET,M,2018-10-30 15:13:10,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
69543,HARLEM RIVER DRV NB EN E  126 ST,BEND,HARLEM RIVER DRIVE,M,2018-10-30 15:34:27,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
69552,HARLEM RIVER DRV NB EN E  126 ST,BEND,HARLEM RIVER DRIVE,M,2018-10-30 15:34:27,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
45258,MYRTLE AVENUE,GATES AVENUE,LINDEN STREET,B,2018-11-23 00:00:00,2018-12-24 23:58:59,PLACE MATERIAL ON STREET
45399,ST NICHOLAS AVENUE,NYCTA SUBWAY,WOODBINE STREET,Q,2018-11-23 00:00:00,2018-12-24 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
45399,ST NICHOLAS AVENUE,NYCTA SUBWAY,WOODBINE STREET,Q,2018-11-23 00:00:00,2018-12-24 23:58:59,PLACE CRANE OR SHOVEL ON STREET
45389,PUTNAM AVENUE,PUTNAM AVENUE,MYRTLE AVENUE,Q,2018-09-24 00:00:00,2018-12-14 23:59:59,DOT IN-HOUSE MILLING
45389,PUTNAM AVENUE,PUTNAM AVENUE,MYRTLE AVENUE,Q,2018-09-24 00:00:00,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
45395,JEFFERSON AVENUE,WYCKOFF AVENUE,CYPRESS AVENUE,Q,2018-09-24 00:00:00,2018-12-14 23:59:59,DOT IN-HOUSE MILLING
45395,JEFFERSON AVENUE,WYCKOFF AVENUE,CYPRESS AVENUE,Q,2018-09-24 00:00:00,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
35054,2 STREET,54 AVENUE,BODY OF WATER,Q,2018-12-20 00:00:00,2019-03-20 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
35054,2 STREET,54 AVENUE,BODY OF WATER,Q,2018-12-20 00:00:00,2019-03-20 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
24145,PIKE STREET,ALLEN STREET,EAST BROADWAY,M,2018-12-24 00:00:00,2019-03-24 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
30885,RUTLEDGE STREET,HARRISON AVENUE,MARCY AVENUE,B,2018-10-13 00:00:00,2018-11-08 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
49307,COOPER AVENUE,67 PLACE,68 STREET,Q,2018-09-06 09:34:23,2018-12-03 23:58:59,CONTRACT ROADWAY MILLING
49316,COOPER AVENUE,68 STREET,69 STREET,Q,2018-09-06 10:10:57,2018-12-03 23:58:59,CONTRACT ROADWAY MILLING
49317,COOPER AVENUE,68 STREET,69 STREET,Q,2018-09-06 10:10:57,2018-12-03 23:58:59,CONTRACT ROADWAY MILLING
49323,COOPER AVENUE,69 PLACE,69 STREET,Q,2018-09-06 10:10:28,2018-12-03 23:58:59,CONTRACT ROADWAY MILLING
71413,EAST  164 STREET,JEROME AVENUE,NYCTA SUBWAY,X,2018-11-09 00:00:00,2018-12-03 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
71413,EAST  164 STREET,JEROME AVENUE,NYCTA SUBWAY,X,2018-11-09 00:00:00,2018-12-03 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
71413,EAST  164 STREET,JEROME AVENUE,NYCTA SUBWAY,X,2018-11-09 00:00:00,2018-12-03 23:58:59,PLACE MATERIAL ON STREET
71391,EAST  158 STREET,GERARD AVENUE,NYCTA SUBWAY,X,2018-09-06 14:58:19,2018-12-04 23:59:59,DOT IN-HOUSE PAVING
49331,CENTRAL AVENUE,69 PLACE,69 STREET,Q,2018-09-24 00:00:00,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
54938,LIBERTY AVENUE,120 STREET,121 STREET,Q,2018-10-24 14:10:17,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
54939,LIBERTY AVENUE,120 STREET,121 STREET,Q,2018-10-15 14:14:34,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
54939,LIBERTY AVENUE,120 STREET,121 STREET,Q,2018-10-24 14:10:17,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
54941,LIBERTY AVENUE,120 STREET,121 STREET,Q,2018-10-15 14:14:34,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
54941,LIBERTY AVENUE,121 STREET,121 STREET,Q,2018-10-15 14:14:36,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
94263,ZULETTE AVENUE,GILLESPIE AVENUE,PLYMOUTH AVENUE,X,2018-11-01 10:40:21,2019-01-29 23:59:59,DOT IN-HOUSE PAVING
36588,47 ROAD,5 STREET,VERNON BOULEVARD,Q,2018-11-02 00:00:00,2018-11-08 23:58:59,PLACE CRANE OR SHOVEL ON STREET
88607,WESTERVELT AVENUE,ALLERTON AVENUE,MACE AVENUE,X,2018-09-28 08:27:19,2018-12-26 23:59:59,DOT IN-HOUSE PAVING
64587,200 STREET,115 AVENUE,MURDOCK AVENUE,Q,2018-11-12 00:00:00,2018-12-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
68497,1 STREET,26 AVENUE,27 AVENUE,Q,2018-11-30 00:00:00,2018-12-30 23:58:59,PAVE STREET-W/ ENGINEERING & INSP FEE
68497,1 STREET,26 AVENUE,27 AVENUE,Q,2018-12-09 00:00:00,2019-01-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
68497,1 STREET,26 AVENUE,27 AVENUE,Q,2018-12-09 00:00:00,2019-01-01 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
68497,1 STREET,26 AVENUE,27 AVENUE,Q,2018-12-09 00:00:00,2019-01-01 23:58:59,PLACE MATERIAL ON STREET
88613,WOODHULL AVENUE,BANTAM PLACE,SCHORR PLACE,X,2018-10-04 15:49:33,2019-01-01 23:59:59,DOT IN-HOUSE PAVING
88620,WOODHULL AVENUE,ARNOW AVENUE,SCHORR PLACE,X,2018-10-04 15:49:34,2019-01-01 23:59:59,DOT IN-HOUSE PAVING
162097,18 STREET,4 AVENUE,5 AVENUE,B,2018-12-17 00:00:00,2019-03-16 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
59913,FARMERS BOULEVARD,135 AVENUE,GARRETT STREET,Q,2018-10-15 14:12:41,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
88614,ALLERTON AVENUE,MICKLE AVENUE,WESTERVELT AVENUE,X,2018-10-12 07:33:44,2019-01-09 23:59:59,DOT IN-HOUSE PAVING
88736,TIEMANN AVENUE,ASTOR AVENUE,WARING AVENUE,X,2018-09-28 08:25:57,2018-12-26 23:59:59,DOT IN-HOUSE PAVING
88739,TIEMANN AVENUE,MACE AVENUE,WARING AVENUE,X,2018-09-28 08:25:58,2018-12-26 23:59:59,DOT IN-HOUSE PAVING
88740,LODOVICK AVENUE,ASTOR AVENUE,WARING AVENUE,X,2018-09-28 08:24:41,2018-12-26 23:59:59,DOT IN-HOUSE PAVING
88743,LODOVICK AVENUE,MACE AVENUE,WARING AVENUE,X,2018-09-28 08:24:43,2018-12-26 23:59:59,DOT IN-HOUSE PAVING
88753,TIEMANN AVENUE,ALLERTON AVENUE,MACE AVENUE,X,2018-09-28 08:25:59,2018-12-26 23:59:59,DOT IN-HOUSE PAVING
88755,LODOVICK AVENUE,ALLERTON AVENUE,MACE AVENUE,X,2018-09-28 08:23:42,2018-12-26 23:59:59,DOT IN-HOUSE PAVING
88759,TIEMANN AVENUE,ALLERTON AVENUE,EAST GUN HILL ROAD,X,2018-09-28 08:26:00,2018-12-26 23:59:59,DOT IN-HOUSE PAVING
165567,EAST   70 STREET,MADISON AVENUE,PARK AVENUE,M,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
165567,EAST   70 STREET,MADISON AVENUE,PARK AVENUE,M,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
165567,EAST   70 STREET,MADISON AVENUE,PARK AVENUE,M,2018-11-17 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
165568,EAST   70 STREET,MADISON AVENUE,PARK AVENUE,M,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
165568,EAST   70 STREET,MADISON AVENUE,PARK AVENUE,M,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
165568,EAST   70 STREET,MADISON AVENUE,PARK AVENUE,M,2018-11-17 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
165818,EAST   78 STREET,FDR DRIVE SB ENTRANCE E   78 ST,PEDESTRIAN OVERPASS,M,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
40663,EAST   35 STREET,AVENUE J,AVENUE K,B,2018-10-31 00:00:00,2018-11-07 23:59:59,DOT IN-HOUSE PAVING
165818,EAST   78 STREET,FDR DRIVE SB ENTRANCE E   78 ST,PEDESTRIAN OVERPASS,M,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
165818,EAST   78 STREET,FDR DRIVE SB ENTRANCE E   78 ST,PEDESTRIAN OVERPASS,M,2018-11-17 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
166008,EAST   77 STREET,MADISON AVENUE,PARK AVENUE,M,2018-11-10 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
166008,EAST   77 STREET,MADISON AVENUE,PARK AVENUE,M,2018-11-10 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
166008,EAST   77 STREET,MADISON AVENUE,PARK AVENUE,M,2018-11-10 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
164614,11 AVENUE,LINCOLN TUNNEL,LINCOLN TUNNEL,M,2018-10-30 16:08:08,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
69143,7 AVENUE,WEST  144 STREET,WEST  145 STREET,M,2018-10-30 15:13:05,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
69171,LEXINGTON AVENUE,EAST  121 STREET,EAST  122 STREET,M,2018-10-30 15:35:50,2018-12-31 23:59:59,DOT IN-HOUSE PAVING
74112,BROWN PLACE,58 ROAD,CALDWELL AVENUE,Q,2018-09-17 00:00:00,2018-12-14 23:59:59,DOT IN-HOUSE PAVING
7662,ROCKLAND AVENUE,GADSEN PLACE,SHEPARD AVENUE,S,2018-09-10 00:00:00,2018-12-09 23:58:59,CONTRACT ROADWAY MILLING
7664,ROCKLAND AVENUE,FERNDALE AVENUE,SHEPARD AVENUE,S,2018-09-10 00:00:00,2018-12-09 23:58:59,CONTRACT ROADWAY MILLING
7669,ROCKLAND AVENUE,MERRYMOUNT STREET,SLAYTON AVENUE,S,2018-09-10 00:00:00,2018-12-09 23:58:59,CONTRACT ROADWAY MILLING
7744,ROCKLAND AVENUE,DENKER PLACE,SHIRRA AVENUE,S,2018-09-10 00:00:00,2018-12-09 23:58:59,CONTRACT ROADWAY MILLING
7748,ROCKLAND AVENUE,SLAYTON AVENUE,KEATING PLACE,S,2018-09-10 00:00:00,2018-12-09 23:58:59,CONTRACT ROADWAY MILLING
7837,ROCKLAND AVENUE,ANJALI LOOP,MC DIVITT AVENUE,S,2018-09-10 00:00:00,2018-12-09 23:58:59,CONTRACT ROADWAY MILLING
7843,ROCKLAND AVENUE,ANJALI LOOP,NASO COURT,S,2018-09-10 00:00:00,2018-12-09 23:58:59,CONTRACT ROADWAY MILLING
7847,ROCKLAND AVENUE,FOREST HILL ROAD,LATOURETTE LANE,S,2018-09-10 00:00:00,2018-12-09 23:58:59,CONTRACT ROADWAY MILLING
172666,51 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-11-09 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
172666,51 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-11-09 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
172666,51 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-11-09 00:00:00,2018-11-19 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
172666,51 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-11-09 00:00:00,2018-11-19 23:58:59,PLACE MATERIAL ON STREET
172666,51 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-11-09 00:00:00,2018-11-19 23:58:59,RAPID TRANSIT CONSTRUCT/ ALTERATION
172667,51 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-11-09 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
172667,51 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-11-09 00:00:00,2018-11-19 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
172667,51 STREET,QUEENS BOULEVARD,ROOSEVELT AVENUE,Q,2018-11-09 00:00:00,2018-11-19 23:58:59,PLACE MATERIAL ON STREET
174995,REEDER STREET,51 AVENUE,QUEENS BOULEVARD,Q,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
174995,REEDER STREET,51 AVENUE,QUEENS BOULEVARD,Q,2018-11-17 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
174996,REEDER STREET,51 AVENUE,QUEENS BOULEVARD,Q,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
174996,REEDER STREET,51 AVENUE,QUEENS BOULEVARD,Q,2018-11-17 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
174997,REEDER STREET,51 AVENUE,QUEENS BOULEVARD,Q,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
78728,HOE AVENUE,EAST  167 STREET,WEST FARMS ROAD,X,2018-11-21 11:37:05,2018-12-16 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
80629,DECATUR AVENUE,EAST  204 STREET,EAST  205 STREET,X,2018-11-29 00:00:00,2018-12-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
80629,DECATUR AVENUE,EAST  204 STREET,EAST  205 STREET,X,2018-11-29 00:00:00,2018-12-01 23:58:59,PLACE CRANE OR SHOVEL ON STREET
254593,46 AVENUE,21 STREET,BEND,Q,2018-11-05 14:35:30,2019-01-31 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
254593,46 AVENUE,21 STREET,BEND,Q,2018-11-05 14:35:30,2019-01-31 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
86305,NEWBOLD AVENUE,CROSS BRONX EXPRESSWAY,OLMSTEAD AVENUE,X,2018-09-17 00:00:00,2018-12-09 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
86305,NEWBOLD AVENUE,CROSS BRONX EXPRESSWAY,OLMSTEAD AVENUE,X,2018-09-17 00:00:00,2018-12-09 23:58:59,PLACE CRANE OR SHOVEL ON STREET
193743,WEST   71 STREET,RIVERSIDE BOULEVARD,WEST END AVENUE,M,2018-11-10 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
98148,53 AVENUE,206 STREET,207 STREET,Q,2018-11-19 00:00:00,2018-12-28 23:59:59,DOT IN-HOUSE PAVING
168810,VANDALIA AVENUE,ERSKINE STREET,FOUNTAIN AVENUE,B,2018-12-30 00:00:00,2019-03-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
94257,ZULETTE AVENUE,EDISON AVENUE,PLYMOUTH AVENUE,X,2018-11-01 10:40:18,2019-01-29 23:59:59,DOT IN-HOUSE MILLING
88750,WICKHAM AVENUE,MACE AVENUE,WARING AVENUE,X,2018-09-21 07:21:16,2018-12-19 23:59:59,DOT IN-HOUSE PAVING
236993,WEST   27 STREET,HIGH LINE,11 AVENUE,M,2018-11-10 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
236993,WEST   27 STREET,HIGH LINE,11 AVENUE,M,2018-11-10 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
112264,REDMOND AVENUE,CARRIAGE COURT,BEND,S,2018-12-20 07:30:34,2019-01-20 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
112265,REDMOND AVENUE,CARRIAGE COURT,BEND,S,2018-12-20 07:30:34,2019-01-20 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
11558,REDMOND AVENUE,CARRIAGE COURT,BEND,S,2018-12-20 07:30:34,2019-01-20 23:58:59,DEP CONTRACTOR MAJOR INSTALLATION SEWER
168810,VANDALIA AVENUE,ERSKINE STREET,FOUNTAIN AVENUE,B,2018-12-30 00:00:00,2019-03-01 23:58:59,PLACE CRANE OR SHOVEL ON STREET
254858,QUEENS STREET,DEAD END,JACKSON AVENUE,Q,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
254858,QUEENS STREET,DEAD END,JACKSON AVENUE,Q,2018-11-17 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
166507,WEST  126 STREET,7 AVENUE,8 AVENUE,M,2018-12-22 00:00:00,2018-12-28 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
166507,WEST  126 STREET,7 AVENUE,8 AVENUE,M,2018-12-22 00:00:00,2018-12-28 23:58:59,PLACE CRANE OR SHOVEL ON STREET
36838,45 ROAD,21 STREET,23 STREET,Q,2018-11-05 14:36:57,2019-01-31 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
28112,EAST   15 STREET,CATON AVENUE,CHURCH AVENUE,B,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
28112,EAST   15 STREET,CATON AVENUE,CHURCH AVENUE,B,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
282496,WEST   71 STREET,RIVERSIDE BOULEVARD,WEST END AVENUE,M,2018-11-10 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
282496,WEST   71 STREET,RIVERSIDE BOULEVARD,WEST END AVENUE,M,2018-11-10 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
282497,WEST   71 STREET,RIVERSIDE BOULEVARD,WEST END AVENUE,M,2018-11-10 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
282497,WEST   71 STREET,RIVERSIDE BOULEVARD,WEST END AVENUE,M,2018-11-10 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
9000943,VERNON AVENUE,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,B,2018-11-28 00:00:00,2018-12-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
9000943,VERNON AVENUE,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,B,2018-11-28 00:00:00,2018-12-01 23:58:59,PLACE CRANE OR SHOVEL ON STREET
9000944,VERNON AVENUE,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,B,2018-11-28 00:00:00,2018-12-01 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
9000944,VERNON AVENUE,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,B,2018-11-28 00:00:00,2018-12-01 23:58:59,PLACE CRANE OR SHOVEL ON STREET
9002817,COLUMBUS AVENUE,WEST   91 STREET,WEST   92 STREET,M,2018-10-30 15:03:23,2018-11-30 23:59:59,DOT IN-HOUSE PAVING
9002818,COLUMBUS AVENUE,WEST   91 STREET,WEST   92 STREET,M,2018-10-30 15:03:23,2018-11-30 23:59:59,DOT IN-HOUSE PAVING
9002821,COLUMBUS AVENUE,WEST   91 STREET,WEST   92 STREET,M,2018-10-30 15:03:23,2018-11-30 23:59:59,DOT IN-HOUSE PAVING
9002822,COLUMBUS AVENUE,WEST   91 STREET,WEST   92 STREET,M,2018-10-30 15:03:23,2018-11-30 23:59:59,DOT IN-HOUSE PAVING
9002823,COLUMBUS AVENUE,WEST   91 STREET,WEST   92 STREET,M,2018-10-30 15:03:23,2018-11-30 23:59:59,DOT IN-HOUSE PAVING
9002824,COLUMBUS AVENUE,WEST   91 STREET,WEST   92 STREET,M,2018-10-30 15:03:23,2018-11-30 23:59:59,DOT IN-HOUSE PAVING
296132,6 AVENUE,DOMINICK STREET,SPRING STREET,M,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
296132,6 AVENUE,DOMINICK STREET,SPRING STREET,M,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
296132,6 AVENUE,DOMINICK STREET,SPRING STREET,M,2018-11-17 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
296159,6 AVENUE,DOMINICK STREET,SPRING STREET,M,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
296159,6 AVENUE,DOMINICK STREET,SPRING STREET,M,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
296159,6 AVENUE,DOMINICK STREET,SPRING STREET,M,2018-11-17 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
32073,CORTLANDT ALLEY,CANAL STREET,WALKER STREET,M,2018-11-10 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
32073,CORTLANDT ALLEY,CANAL STREET,WALKER STREET,M,2018-11-10 00:00:00,2018-11-19 23:58:59,PLACE EQUIPMENT OTHER THAN CRANE OR SHOV
32586,WASHINGTON PLACE,BROADWAY,MERCER STREET,M,2018-11-10 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
32586,WASHINGTON PLACE,BROADWAY,MERCER STREET,M,2018-11-10 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
32586,WASHINGTON PLACE,BROADWAY,MERCER STREET,M,2018-11-10 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
32586,WASHINGTON PLACE,BROADWAY,MERCER STREET,M,2018-11-18 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
32586,WASHINGTON PLACE,BROADWAY,MERCER STREET,M,2018-11-18 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
32586,WASHINGTON PLACE,BROADWAY,MERCER STREET,M,2018-11-18 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
32624,EAST    9 STREET,BROADWAY,UNIVERSITY PLACE,M,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
32624,EAST    9 STREET,BROADWAY,UNIVERSITY PLACE,M,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
32624,EAST    9 STREET,BROADWAY,UNIVERSITY PLACE,M,2018-11-17 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
32797,EAST   15 STREET,5 AVENUE,UNION SQUARE WEST,M,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
32797,EAST   15 STREET,5 AVENUE,UNION SQUARE WEST,M,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
32797,EAST   15 STREET,5 AVENUE,UNION SQUARE WEST,M,2018-11-17 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
32820,WEST   20 STREET,5 AVENUE,6 AVENUE,M,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
32820,WEST   20 STREET,5 AVENUE,6 AVENUE,M,2018-11-17 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
32910,EAST    7 STREET,1 AVENUE,2 AVENUE,M,2018-11-10 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
32910,EAST    7 STREET,1 AVENUE,2 AVENUE,M,2018-11-10 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF SIDEWALK AS STIPULATED
32910,EAST    7 STREET,1 AVENUE,2 AVENUE,M,2018-11-10 00:00:00,2018-11-19 23:58:59,PLACE CRANE OR SHOVEL ON STREET
33651,WEST   27 STREET,7 AVENUE,8 AVENUE,M,2018-12-21 00:00:00,2018-12-28 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
33651,WEST   27 STREET,7 AVENUE,8 AVENUE,M,2018-12-21 00:00:00,2018-12-28 23:58:59,PLACE CRANE OR SHOVEL ON STREET
33295,EAST   25 STREET,1 AVENUE,2 AVENUE,M,2018-11-17 00:00:00,2018-11-19 23:58:59,OCCUPANCY OF ROADWAY AS STIPULATED
